,month,day,Date,Class,Lat,Lon,Max wind,Min pres,SST,UWND,VWND,rhum,airtemp,key,year,distance,direction,gridID
4308,9,21,0, HU,16.7,60.6,100,963,27.81,-8.350006104,10.34999084,78.5,301.5499878,            GEORGES1998,1998,95.01166703,309.2611928,1276
4309,9,21,430, HU,17,61.7,100,966,28.38,-7.550003052,3.099990845,84,300.5499878,            GEORGES1998,1998,75.63524536,205.1820753,1278
4310,9,21,600, HU,17.1,62.1,100,966,28.39,-7.550003052,3.099990845,84,300.5499878,            GEORGES1998,1998,27.31111225,184.7038043,1278
4311,9,21,800, HU,17.2,62.6,100,966,28.34,-7.550003052,3.099990845,84,300.5499878,            GEORGES1998,1998,33.7259484,182.1906326,1401
4312,9,21,1200, HU,17.4,63.6,95,966,28.699999,-7.550003052,3.099990845,84,300.5499878,            GEORGES1998,1998,67.39938252,172.3662526,1402
4313,9,21,1800, HU,17.8,65,90,970,29.179998,-6.899993896,-3.75,82.5,301,            GEORGES1998,1998,96.25545618,49.58957743,1404
4314,9,21,2200, HU,18.1,65.8,100,968,0,-6.899993896,-3.75,82.5,301,            GEORGES1998,1998,56.52208011,42.00495077,1405
4315,9,22,0, HU,18.2,66.3,90,970,0,-3.100006104,-4.300003052,82,300.5,            GEORGES1998,1998,33.54703149,25.59463658,1528
4316,9,22,600, HU,18,67.4,95,972,29.41,-3.100006104,-4.300003052,82,300.5,            GEORGES1998,1998,73.55144133,55.50629098,1406
4317,9,22,1200, HU,18.2,68.5,105,964,0,-3.100006104,-4.300003052,82,300.5,            GEORGES1998,1998,73.55144133,111.9189473,1530
4318,9,22,1230, HU,18.2,68.7,105,962,28.91,-3.100006104,-4.300003052,82,300.5,            GEORGES1998,1998,13.12736327,146.4717479,1531
4319,9,22,1800, HU,18.6,69.7,95,970,0,-4.399993896,-11.1000061,78,301,            GEORGES1998,1998,71.14806115,121.2605939,1532
4320,9,23,0, HU,18.8,70.8,70,980,0,-6.399993896,15.55000305,76.5,300.9500122,            GEORGES1998,1998,73.30469947,116.5336546,1533
4321,9,23,600, HU,19,72.1,65,990,0,-6.550003052,5.300003052,80,300.25,            GEORGES1998,1998,86.09473143,101.2384249,1534
4322,9,23,1200, HU,19.3,73.3,65,996,28.92,-6.550003052,5.300003052,80,300.25,            GEORGES1998,1998,81.02010045,85.72252212,1658
4323,9,23,1800, HU,19.8,74.3,65,994,29.51,-6.649993896,-5.850006104,79,301.0499878,            GEORGES1998,1998,73.70726488,36.96237548,1659
4324,9,23,2130, HU,20.1,74.5,65,993,0,-6.649993896,-5.850006104,79,301.0499878,            GEORGES1998,1998,24.46172424,4.296499049,1659
4325,9,24,0, HU,20.5,74.9,65,992,0,2.5,11.25,78.5,301.25,            GEORGES1998,1998,37.89072347,357.8891732,1783
4326,9,24,600, HU,20.8,76,65,991,0,2.5,11.25,78.5,301.25,            GEORGES1998,1998,74.07856622,339.008918,1784
4327,9,24,1200, HU,21.3,77.2,70,990,0,-12.25,-4.649993896,79.5,301.25,            GEORGES1998,1998,84.74034795,279.9405372,1908
4328,9,24,1800, HU,21.9,78,75,989,29.76,-12.25,-4.649993896,79.5,301.25,            GEORGES1998,1998,66.02892555,291.300139,1909
4329,9,25,0, HU,22.7,79,80,987,28.99,-0.5,4.800003052,78.5,301.3999939,            GEORGES1998,1998,84.50859795,302.1252184,2033
4330,9,25,600, HU,23.4,80.2,85,986,29.269999,-0.5,4.800003052,78.5,301.3999939,            GEORGES1998,1998,90.33073981,225.7702517,2157
4331,9,25,1200, HU,23.9,81.3,90,982,28.82,-14.8999939,-6.850006104,79,301.1499939,            GEORGES1998,1998,77.71924125,160.1695157,2158
4332,9,25,1530, HU,24.5,81.8,90,981,28.66,-14.8999939,-6.850006104,79,301.1499939,            GEORGES1998,1998,52.0722197,150.0480701,2282
4333,9,25,1800, HU,24.6,82.4,90,975,28.3,-14.8999939,-6.850006104,79,301.1499939,            GEORGES1998,1998,38.33612587,150.2308835,2282
4334,9,26,0, HU,24.8,83.3,90,974,28.689999,-3.300003052,14.80000305,81.5,301.0499878,            GEORGES1998,1998,58.16008486,127.6525846,2283
4335,9,26,600, HU,25.2,84.2,90,975,29.21,-1.449996948,-2.100006104,84,300.8499756,            GEORGES1998,1998,62.76946561,118.0511436,2407
4336,9,26,1200, HU,25.7,85.1,90,974,28.58,-1.449996948,-2.100006104,84,300.8499756,            GEORGES1998,1998,65.92592041,119.480339,2408
4337,9,26,1800, HU,26.2,85.9,90,975,28.359999,-1.449996948,-2.100006104,84,300.8499756,            GEORGES1998,1998,60.52852908,108.9908505,2532
4338,9,27,0, HU,27,86.5,95,969,26.109999,-8.600006104,-2.699996948,97,298.2000122,            GEORGES1998,1998,66.55298193,230.0075343,2532
4339,9,27,600, HU,27.6,87.2,95,970,25.949999,-8.600006104,-2.699996948,97,298.2000122,            GEORGES1998,1998,59.71352807,274.2073406,2656
4340,9,27,1200, HU,28.2,87.8,95,962,25.89,-8.600006104,-2.699996948,97,298.2000122,            GEORGES1998,1998,55.32522659,263.7570215,2780
4341,9,27,1800, HU,28.8,88.3,95,962,26.699999,-21.80000305,1.099990845,80,300.0999756,            GEORGES1998,1998,51.38415461,241.627589,2780
4342,9,28,0, HU,29.3,88.5,95,961,26.4,-14.30000305,11.80000305,81.5,300.0499878,            GEORGES1998,1998,36.59789171,192.2084104,2903
4343,9,28,600, HU,29.8,88.7,90,964,26.88,-14.30000305,11.80000305,81.5,300.0499878,            GEORGES1998,1998,36.57845424,180.7220967,2904
4344,9,28,1130, HU,30.4,88.9,90,964,0,-12.8500061,-13.1000061,88.5,298.2000122,            GEORGES1998,1998,0,180,3027
4345,9,28,1200, HU,30.4,88.9,90,965,0,-12.8500061,-13.1000061,88.5,298.2000122,            GEORGES1998,1998,0,0,3027
4346,9,28,1800, HU,30.6,88.9,65,984,0,-12.8500061,-13.1000061,88.5,298.2000122,            GEORGES1998,1998,13.81868435,180,3027
4347,9,29,0, TS,30.6,89,50,986,0,6.800003052,-11.3999939,86,297.2999878,            GEORGES1998,1998,5.947160993,175.9156146,3027
4348,9,29,600, TS,30.6,88.4,40,992,0,5.800003052,11.80000305,92,297.3999939,            GEORGES1998,1998,35.68292488,203.2866055,3026
4349,9,29,1200, TD,31,88.1,30,994,0,5.800003052,11.80000305,92,297.3999939,            GEORGES1998,1998,32.87587366,207.5444374,3026
4350,9,29,1800, TD,30.9,87.5,30,996,0,5.800003052,11.80000305,92,297.3999939,            GEORGES1998,1998,36.21848954,256.3380377,3025
4351,9,30,0, TD,30.8,86.9,30,998,0,4.800003052,-6,82,297.3499756,            GEORGES1998,1998,36.25496507,303.846555,3025
4352,9,30,600, TD,30.7,86.3,30,1000,0,4.800003052,-6,82,297.3499756,            GEORGES1998,1998,36.29133555,327.9875935,3024
4353,9,30,1200, TD,30.7,85.4,25,1002,0,6.199996948,12.30000305,80.5,298.0499878,            GEORGES1998,1998,53.46897879,323.7455766,3023
4354,9,30,1800, TD,30.6,84.2,25,1004,0,6.199996948,12.30000305,80.5,298.0499878,            GEORGES1998,1998,71.66257781,304.9689259,3022
4355,10,1,0, TD,30.5,83,25,1006,0,7.5,6.599990845,83,298.5,            GEORGES1998,1998,71.7358995,234.0529268,3021
4356,10,1,600, TD,30.5,81.8,20,1008,0,7.5,6.599990845,83,298.5,            GEORGES1998,1998,71.43915201,214.901962,3020
4357,9,17,1200, TD,26.9,90.3,30,1001,27.51,-9.350006104,-3.600006104,82,300.5999756,            HERMINE1998,1998,0,0,2536
4358,9,17,1800, TD,26.8,91.6,30,1001,27.71,-11.80000305,-4,77.5,301.5,            HERMINE1998,1998,80.43491511,185.9618764,2537
4359,9,18,0, TD,26.4,92.1,30,1000,27.869999,-6.850006104,-3.149993896,79,301.3499756,            HERMINE1998,1998,41.4489285,154.5210528,2538
4360,9,18,600, TD,25.7,92.5,30,999,28.22,1.649993896,0.699996948,85,300.5,            HERMINE1998,1998,54.36646775,26.11134052,2415
4361,9,18,1200, TD,26,92.5,30,999,27.92,1.649993896,0.699996948,85,300.5,            HERMINE1998,1998,20.72802652,0,2415
4362,9,18,1800, TD,25.9,92.3,30,1000,27.96,1.649993896,0.699996948,85,300.5,            HERMINE1998,1998,14.21725338,340.3452827,2415
4363,9,19,0, TD,25.8,92,30,1001,28.33,0.949996948,1.349990845,86,300.3999939,            HERMINE1998,1998,19.89242609,310.3584576,2415
4364,9,19,600, TD,26.4,91.4,30,1001,28.109999,-6.100006104,2,85.5,300.5499878,            HERMINE1998,1998,55.71853035,191.3348513,2537
4365,9,19,1200, TS,27.5,91.3,35,1001,27.17,-6.100006104,2,85.5,300.5499878,            HERMINE1998,1998,76.25189429,175.0446673,2660
4366,9,19,1800, TS,28.3,91.1,40,1000,27.15,-4.550003052,6.399993896,84,300.75,            HERMINE1998,1998,56.6077444,80.92441379,2783
4367,9,20,0, TS,29,90.9,40,999,27.32,-0.449996948,8.099990845,87.5,299.6499939,            HERMINE1998,1998,49.86248136,10.52807559,2783
4368,9,20,500, TS,29.1,90.9,35,1000,27.32,-0.449996948,8.099990845,87.5,299.6499939,            HERMINE1998,1998,6.909342174,0,2783
4369,9,20,600, TS,29.2,90.9,35,1001,0,-0.449996948,8.099990845,87.5,299.6499939,            HERMINE1998,1998,6.909342174,0,2906
4370,9,20,1200, TD,30.5,90.5,30,1002,0,-0.449996948,8.099990845,87.5,299.6499939,            HERMINE1998,1998,92.96472584,324.4748901,3028
4371,9,20,1800, TD,31,90,20,1003,0,-0.449996948,8.099990845,87.5,299.6499939,            HERMINE1998,1998,45.5514921,219.2568806,3028
4372,9,19,0, TD,13.4,26.6,25,1010,27.05,-3.449996948,-0.949996948,87,299.0499878,               IVAN1998,1998,0,0,873
4373,9,19,600, TD,13.1,27.5,25,1010,28.26,-3.449996948,-0.949996948,87,299.0499878,               IVAN1998,1998,63.97937223,137.5720272,751
4374,9,19,1200, TD,12.9,28.2,25,1010,27.82,-3.449996948,-0.949996948,87,299.0499878,               IVAN1998,1998,49.11000321,121.9921635,752
4375,9,19,1800, TD,13.1,29,25,1010,27.609999,-5.600006104,-4.850006104,83.5,299.1499939,               IVAN1998,1998,55.60251548,88.37077878,753
4376,9,20,0, TD,13.4,29.6,30,1009,27.22,-5.75,2.949996948,88,298.9500122,               IVAN1998,1998,45.36482301,46.63171802,876
4377,9,20,600, TD,14.3,30.6,30,1009,26.65,-10,2.599990845,85.5,299,               IVAN1998,1998,91.47177152,347.4408136,1000
4378,9,20,1200, TD,15.2,31.5,30,1008,26.47,-10.1000061,-2.5,81,299.0499878,               IVAN1998,1998,86.50414265,307.7684861,1001
4379,9,20,1800, TS,16,32.6,35,1006,26.08,-10.1000061,-2.5,81,299.0499878,               IVAN1998,1998,91.72708975,288.9911312,1125
4380,9,21,0, TS,16.8,33.7,35,1005,26.81,-11.1000061,7.349990845,83.5,299.5499878,               IVAN1998,1998,91.49381264,330.9375679,1250
4381,9,21,600, TS,17.4,34.9,35,1003,26.74,-11.55000305,4.399993896,85.5,298.6499939,               IVAN1998,1998,89.43471355,6.768829013,1374
4382,9,21,1200, TS,18.2,35.6,35,1003,26.51,-11.55000305,4.399993896,85.5,298.6499939,               IVAN1998,1998,71.94346431,31.69178849,1497
4383,9,21,1800, TS,19,36,40,1002,26.369999,-11.1000061,3.699996948,78.5,299.0999756,               IVAN1998,1998,61.16696693,23.53537527,1498
4384,9,22,0, TS,20,36.1,40,1001,26.21,-9.800003052,10,86,299.0999756,               IVAN1998,1998,69.39970489,6.118834745,1621
4385,9,22,600, TS,21.3,36.1,45,1000,25.97,-7.100006104,6.199996948,82,298.8999939,               IVAN1998,1998,89.82144827,180,1867
4386,9,22,1200, TS,22.9,36.4,45,997,26.21,-10.1000061,5.800003052,82,298.7999878,               IVAN1998,1998,112.2051099,193.1524096,1990
4387,9,22,1800, TS,24.2,37.1,55,994,26.32,-7.600006104,2.5,73,299.2000122,               IVAN1998,1998,100.1675448,136.6485624,2237
4388,9,23,0, TS,25.6,37.7,50,996,25.949999,-5.199996948,3.050003052,77,299.9500122,               IVAN1998,1998,103.7818532,48.25981569,2361
4389,9,23,600, TS,26.9,38.4,45,997,27.769999,-8.449996948,4.75,73.5,299.8499756,               IVAN1998,1998,99.74650347,351.5438062,2484
4390,9,23,1200, TS,28.3,39.2,55,990,27.3,-7.800003052,4.099990845,75,300.5999756,               IVAN1998,1998,108.4256339,314.0193778,2731
4391,9,23,1800, HU,29.6,40.2,65,987,26.88,-8.199996948,5.550003052,75.5,300.0999756,               IVAN1998,1998,108.2725385,346.5834546,2855
4392,9,24,0, HU,30.5,40.9,65,986,26.32,2.25,9.550003052,78,299.6499939,               IVAN1998,1998,74.96280349,25.5888069,2979
4393,9,24,600, HU,31.3,41.6,70,985,26.75,-3.600006104,3.599990845,80,299.5999756,               IVAN1998,1998,69.11972731,46.51645783,3102
4394,9,24,1200, HU,32.3,42,70,985,26.81,-3.600006104,3.599990845,80,299.5999756,               IVAN1998,1998,72.9766659,47.543634,3226
4395,9,24,1800, HU,33.4,42.3,70,985,25.789999,-3.600006104,3.599990845,80,299.5999756,               IVAN1998,1998,77.9719712,193.8000719,3349
4396,9,25,0, HU,34.4,42.3,70,984,25.55,0.25,2.649993896,79.5,298.8499756,               IVAN1998,1998,69.09342174,180,3472
4397,9,25,600, HU,35.3,41.9,70,984,25.3,0.25,2.649993896,79.5,298.8499756,               IVAN1998,1998,66.19096687,132.2722131,3595
4398,9,25,1200, HU,36.3,41.3,70,984,24.85,-7.300003052,3.199996948,81.5,298.3499756,               IVAN1998,1998,76.83985931,354.1757407,3717
4399,9,25,1800, HU,37.2,40.2,75,983,24.42,-5.800003052,9.75,80,298.5,               IVAN1998,1998,87.03517217,280.5444712,3839
4400,9,26,0, HU,38.1,38.7,75,980,24.18,11.84999084,4.800003052,81,298,               IVAN1998,1998,102.9553851,279.6231334,3838
4401,9,26,600, HU,39.2,36.3,80,975,23.109999,5.199996948,1.649993896,82,297.2999878,               IVAN1998,1998,150.1513359,338.4830326,4081
4402,9,26,1200, HU,40.1,33.1,75,977,22.83,10.8999939,5.349990845,84.5,296.8999939,               IVAN1998,1998,181.2249257,183.0508272,4078
4403,9,26,1800, HU,40.7,29.7,75,982,21.81,12.55000305,4.399993896,82.5,297.1499939,               IVAN1998,1998,183.6259871,344.7319258,4198
4404,9,27,0, TS,40.7,25.7,60,994,21.76,21.3999939,6.399993896,77,298.0999756,               IVAN1998,1998,209.5102832,252.973475,4194
4405,9,27,600, EX,40.9,22.7,50,997,20.48,17.3999939,11.8999939,75,298.3999939,               IVAN1998,1998,157.509568,11.56678038,4191
4406,9,27,1200, EX,41.3,19.2,45,1000,20.789999,8.599990845,3.599990845,72,295.2000122,               IVAN1998,1998,184.3024797,204.0503787,4310
4407,9,22,0, TS,11.5,20.7,40,1002,27.47,-8.600006104,-2.199996948,80,301.0999756,             JEANNE1998,1998,0,0,622
4408,9,22,600, TS,12.1,22.2,45,1000,28.769999,-6.199996948,-8.199996948,81,300.2000122,             JEANNE1998,1998,109.5927229,63.05079922,623
4409,9,22,1200, TS,12.7,23.8,55,994,27.72,-3,-6.199996948,81,299.7000122,             JEANNE1998,1998,115.6550884,89.80944459,748
4410,9,22,1800, HU,13.1,25.2,65,987,26.97,-3,-6.199996948,81,299.7000122,             JEANNE1998,1998,98.25606945,59.60502327,749
4411,9,23,0, HU,13.6,26.7,70,983,28.17,-4.399993896,-0.600006104,87.5,299.0499878,             JEANNE1998,1998,106.5925991,93.71670415,874
4412,9,23,600, HU,14.1,28.1,75,980,27.769999,-14.80000305,0.25,85,299.1499939,             JEANNE1998,1998,100.0702385,177.8715459,875
4413,9,23,1200, HU,14.5,29.5,80,975,27.05,-11.6499939,-5.600006104,82.5,299.0999756,             JEANNE1998,1998,97.72283977,223.1536345,999
4414,9,23,1800, HU,15,30.8,85,973,26.82,-11.6499939,-5.600006104,82.5,299.0999756,             JEANNE1998,1998,93.4789325,299.4550125,1001
4415,9,24,0, HU,15.4,32.1,85,972,27.01,-6.800003052,5.399993896,87.5,299.2999878,             JEANNE1998,1998,90.9782656,293.3295695,1125
4416,9,24,600, HU,15.9,33.4,90,971,26.3,-6.800003052,5.399993896,87.5,299.2999878,             JEANNE1998,1998,93.13528081,288.5354255,1126
4417,9,24,1200, HU,16.4,34.4,90,970,26.869999,-13.05000305,-1.949996948,79,299.75,             JEANNE1998,1998,74.81965107,317.0283217,1250
4418,9,24,1800, HU,17,35.4,90,969,26.84,-13.05000305,-1.949996948,79,299.75,             JEANNE1998,1998,78.09119848,336.3597792,1251
4419,9,25,0, HU,17.5,36.3,90,971,27.199999,-2.350006104,0.75,88.5,298.75,             JEANNE1998,1998,68.70414885,100.6349628,1375
4420,9,25,600, HU,18,37.2,90,973,26.689999,-2.350006104,0.75,88.5,298.75,             JEANNE1998,1998,68.56314293,131.8269955,1376
4421,9,25,1200, HU,18.6,37.9,85,975,26.939999,-2.350006104,0.75,88.5,298.75,             JEANNE1998,1998,61.86405904,121.9877147,1500
4422,9,25,1800, HU,19.3,38.6,80,977,26.939999,-14.69999695,1.349990845,86,299.0999756,             JEANNE1998,1998,66.57098819,114.9169584,1623
4423,9,26,0, HU,20,39.4,75,979,26.99,2.099990845,2.649993896,88.5,298.3999939,             JEANNE1998,1998,71.05606134,143.8248607,1624
4424,9,26,600, HU,20.8,40,70,983,26.359999,2.099990845,2.649993896,88.5,298.3999939,             JEANNE1998,1998,67.56515278,208.1212663,1748
4425,9,26,1200, HU,21.6,40.6,70,983,27.23,-10.44999695,2.949996948,85.5,299,             JEANNE1998,1998,67.44714988,250.1572623,1871
4426,9,26,1800, HU,22.4,41.2,75,980,26.369999,-10.44999695,2.949996948,85.5,299,             JEANNE1998,1998,67.32526538,281.5508524,1995
4427,9,27,0, HU,23.4,41.6,75,980,26.039999,4.800003052,-1.600006104,79,299.7999878,             JEANNE1998,1998,73.63452392,354.1572735,2118
4428,9,27,600, HU,24.4,42,70,983,26.71,-12.30000305,-1.600006104,81,299.2999878,             JEANNE1998,1998,73.56850566,17.92166424,2242
4429,9,27,1200, HU,25.6,41.8,70,983,26.3,-12.30000305,-1.600006104,81,299.2999878,             JEANNE1998,1998,83.8525965,338.8234092,2365
4430,9,27,1800, HU,27.1,41.5,70,983,25.97,-10.69999695,2.800003052,74,300.5999756,             JEANNE1998,1998,105.2912629,173.1864288,2487
4431,9,28,0, HU,28.8,41.2,70,983,26.13,5.550003052,9.849990845,82.5,299.1499939,             JEANNE1998,1998,118.8772193,54.96995511,2733
4432,9,28,600, HU,30.6,40.7,70,983,26.05,5.550003052,9.849990845,82.5,299.1499939,             JEANNE1998,1998,127.9366758,332.7138631,2979
4433,9,28,1200, HU,32.3,39.6,75,980,25.73,-2.050003052,8.449996948,77.5,299.5999756,             JEANNE1998,1998,134.1633461,227.2277925,3223
4434,9,28,1800, HU,33.8,38.4,80,977,26.109999,2.75,9.550003052,75,299.5499878,             JEANNE1998,1998,124.7812614,44.25839971,3345
4435,9,29,0, HU,35,37.2,80,977,25.13,10.6499939,0.699996948,85.5,297.5499878,             JEANNE1998,1998,107.49018,122.310695,3467
4436,9,29,600, HU,35.8,36.2,75,980,24.67,11,15.1499939,87.5,297.3499756,             JEANNE1998,1998,78.91184209,131.6790944,3589
4437,9,29,1200, HU,36.2,35.3,65,985,24.689999,11,15.1499939,87.5,297.3499756,             JEANNE1998,1998,57.39923498,355.8055135,3711
4438,9,29,1800, TS,36.6,34.6,60,990,24.449999,-5.600006104,12.30000305,89.5,296.8499756,             JEANNE1998,1998,47.74168906,342.0716155,3710
4439,9,30,0, TS,36.9,33.4,50,997,23.68,3.099990845,1.5,84,296.5499878,             JEANNE1998,1998,69.59163061,274.9626736,3709
4440,9,30,600, TS,37.2,32.1,45,1000,23.17,3.099990845,1.5,84,296.5499878,             JEANNE1998,1998,74.62320208,238.4536877,3831
4441,9,30,1200, TS,37.6,30.7,40,1002,23.609999,2.5,12.80000305,82.5,297.1499939,             JEANNE1998,1998,81.66213619,272.1228314,3830
4442,9,30,1800, TS,38,29.4,35,1006,23.21,2.5,12.80000305,82.5,297.1499939,             JEANNE1998,1998,76.16320314,276.3847445,3828
4443,10,1,0, EX,38.2,28,30,1008,22.63,6.149993896,-0.300003052,81.5,297.2999878,             JEANNE1998,1998,77.36415732,239.8224036,3950
4444,10,1,600, EX,38.3,26.3,30,1008,22.41,6.149993896,-0.300003052,81.5,297.2999878,             JEANNE1998,1998,92.49947832,291.3509696,3948
4445,10,1,1200, EX,38.5,24.5,35,1006,22.15,4.649993896,6.949996948,82,297.8999939,             JEANNE1998,1998,98.43956434,305.6086765,3946
4446,10,1,1800, EX,38.7,22.5,35,1005,22,3.949996948,7.699996948,81,296.6499939,             JEANNE1998,1998,108.8740722,210.1497142,3944
4447,10,2,0, EX,38.8,21,35,1003,21.22,-2.600006104,-2.5,83,295.3999939,             JEANNE1998,1998,81.12117744,221.2429465,3943
4448,10,2,600, EX,38.9,19.5,35,1003,21.47,-2.600006104,-2.5,83,295.3999939,             JEANNE1998,1998,81.0082432,333.6008778,3941
4449,10,2,1200, EX,39,18.2,40,1003,21.97,-2.100006104,1.800003052,77,295.2000122,             JEANNE1998,1998,70.19393792,342.4148358,3940
4450,10,2,1800, EX,39,16.8,40,1003,21.73,-2.100006104,1.800003052,77,295.2000122,             JEANNE1998,1998,75.17320247,213.0547339,3939
4451,9,23,1200, TD,33.3,65.4,25,1003,26.81,12.19999695,-0.75,83,299.5,               KARL1998,1998,0,0,3372
4452,9,23,1800, TD,33.2,62.8,30,1004,26.869999,11.09999084,-1.949996948,81.5,298.8999939,               KARL1998,1998,150.3877517,6.336315513,3370
4453,9,24,0, TS,33.2,60.7,35,1003,26.449999,6.199996948,-3.100006104,82,299.5999756,               KARL1998,1998,121.4092724,156.9573866,3368
4454,9,24,600, TS,32.9,59.2,35,1002,26.46,6.199996948,-3.100006104,82,299.5999756,               KARL1998,1998,89.30840558,185.5960079,3243
4455,9,24,1200, TS,32.5,58.1,40,1001,26.56,4.599990845,1.25,79.5,299.8999939,               KARL1998,1998,69.67256817,244.9390633,3242
4456,9,24,1800, TS,32,57.2,45,1000,26.71,4.599990845,1.25,79.5,299.8999939,               KARL1998,1998,62.92228076,280.758098,3118
4457,9,25,0, TS,31.4,56.2,50,998,25.869999,-3.649993896,-2.449996948,84,299.3999939,               KARL1998,1998,71.93220154,281.3968821,3117
4458,9,25,600, TS,30.8,55.1,55,994,27.21,8.550003052,-3.800003052,82.5,299.4500122,               KARL1998,1998,77.16036105,292.2163917,2993
4459,9,25,1200, HU,30.4,54,65,987,27.769999,8.550003052,-3.800003052,82.5,299.4500122,               KARL1998,1998,71.01669054,330.7511054,2992
4460,9,25,1800, HU,30.3,52.9,70,984,27.49,5.949996948,6.550003052,81,300.0499878,               KARL1998,1998,65.94962049,330.3733947,2991
4461,9,26,0, HU,30.5,51.8,75,981,26.51,7.75,-3.600006104,75.5,299.6499939,               KARL1998,1998,66.99376542,240.6800485,2990
4462,9,26,600, HU,31.1,51,75,979,26.41,8.25,6.349990845,73,300.3999939,               KARL1998,1998,63.03004823,225.3136607,2989
4463,9,26,1200, HU,31.8,49.9,75,977,26.47,-0.900009155,5,78,300.0499878,               KARL1998,1998,80.88871848,301.1920733,3111
4464,9,26,1800, HU,32.6,48.8,80,973,26.539999,-0.900009155,5,78,300.0499878,               KARL1998,1998,84.80140237,308.512508,3233
4465,9,27,0, HU,33.9,47.3,90,970,25.689999,-2,4.899993896,81,299,               KARL1998,1998,124.816671,127.7587836,3354
4466,9,27,600, HU,35.5,45.2,90,970,26.08,0.699996948,15.19999695,79,299.2999878,               KARL1998,1998,162.6299808,137.7301951,3598
4467,9,27,1200, HU,37.4,42.5,80,973,24.63,3.800003052,5,76,299.2999878,               KARL1998,1998,199.3597157,204.732864,3841
4468,9,27,1800, HU,39.1,39,70,983,23.939999,5.800003052,1.899993896,75,297.5999756,               KARL1998,1998,223.2729583,8.12593988,3961
4469,9,28,0, TS,40.4,34.7,55,994,22.689999,15.5,6.199996948,78,296.4500122,               KARL1998,1998,245.4151981,245.8933197,4203
4470,9,28,600, EX,41.5,30,40,1002,20.65,13.30000305,0,82.5,294.7999878,               KARL1998,1998,256.7353552,263.8750785,4321
4471,9,28,1200, EX,42,25,35,1001,20.72,14.69999695,-0.900009155,86,294.2999878,               KARL1998,1998,260.0045598,202.5550311,4316
4472,9,28,1800, EX,43,20,35,1000,19.46,9.849990845,0.099990845,85,294.2999878,               KARL1998,1998,263.8635662,132.2305983,4434
4473,10,5,0, TD,13.9,46.4,30,1008,27.17,-1.75,5.649993896,85,299.9500122,               LISA1998,1998,0,0,893
4474,10,5,600, TS,14.2,47.1,35,1007,26.91,-1.75,5.649993896,85,299.9500122,               LISA1998,1998,51.29317555,182.3243461,894
4475,10,5,1200, TS,14.8,47.8,35,1007,27.01,-1.75,5.649993896,85,299.9500122,               LISA1998,1998,62.53914385,203.5540071,1018
4476,10,5,1800, TS,15.7,48.5,40,1006,27.84,-1.75,5.649993896,85,299.9500122,               LISA1998,1998,77.74429402,220.5882492,1141
4477,10,6,0, TS,16.5,49.2,40,1006,27.57,3.599990845,0,83,299.7000122,               LISA1998,1998,72.21197117,209.0501006,1265
4478,10,6,600, TS,17.1,49.3,45,1005,27.34,3.599990845,0,83,299.7000122,               LISA1998,1998,41.98040908,181.441456,1265
4479,10,6,1200, TS,17.6,48.9,45,1005,27.46,3.599990845,0,83,299.7000122,               LISA1998,1998,43.46686188,306.5851475,1388
4480,10,6,1800, TS,18.2,48.5,45,1005,27.63,4.199996948,8.300003052,83,299.7000122,               LISA1998,1998,49.0944285,339.6620111,1510
4481,10,7,0, TS,18.9,48,50,1004,27.05,2.849990845,3.349990845,86.5,298.5,               LISA1998,1998,58.41129055,323.2439807,1510
4482,10,7,600, TS,19.6,47.5,50,1003,26.97,2.849990845,3.349990845,86.5,298.5,               LISA1998,1998,58.33474085,221.342168,1632
4483,10,7,1200, TS,20.4,46.6,50,1002,26.92,2.849990845,3.349990845,86.5,298.5,               LISA1998,1998,80.43465639,181.0472946,1754
4484,10,7,1800, TS,21.5,45.3,50,1001,27.16,-6.75,9.349990845,83,299.3499756,               LISA1998,1998,113.1924442,67.81599493,1876
4485,10,8,0, TS,22.9,43.9,55,1000,26.51,8.149993896,1.800003052,75,299.6499939,               LISA1998,1998,131.8226787,142.6864516,1998
4486,10,8,600, TS,24.6,42.1,55,999,26.56,6.849990845,5,77,299.2000122,               LISA1998,1998,163.5647961,267.9087038,2242
4487,10,8,1200, TS,26.9,40.1,55,999,26,2.699996948,7.349990845,74.5,299.5499878,               LISA1998,1998,201.8453732,167.1580713,2486
4488,10,8,1800, TS,29.6,38.6,60,999,25.859999,0,10.34999084,74,299.3999939,               LISA1998,1998,207.6864103,157.6541237,2853
4489,10,9,0, TS,32.9,37.8,60,999,25.17,-3.899993896,18.09999084,69,299,               LISA1998,1998,232.8508314,356.3909576,3222
4490,10,9,600, TS,36.8,37.9,60,997,24.039999,12.8999939,25.30000305,72,297.2000122,               LISA1998,1998,269.5239383,176.0095414,3714
4491,10,9,1200, HU,41.6,38.7,65,995,21.08,-8.899993896,32.3999939,79,295.5,               LISA1998,1998,334.3983765,275.9287219,4330
4492,10,22,0, TD,11.6,76.1,30,1002,28.849998,-3,7.800003052,77,301.7000122,              MITCH1998,1998,0,0,677
4493,10,22,600, TD,11.9,77.1,30,1002,28.99,-1.600006104,1.300003052,83,300.5999756,              MITCH1998,1998,70.74999569,117.2276403,678
4494,10,22,1200, TD,12,77.9,30,1002,29.42,-1.600006104,1.300003052,83,300.5999756,              MITCH1998,1998,54.51644637,82.52503562,679
